排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
12,东方财富,12672,-2221.0,2026-06-24,fu2609,成交量,FU
13,浙商期货,9472,-4991.0,2026-06-24,fu2609,成交量,FU
14,国信期货,9147,-1327.0,2026-06-24,fu2609,成交量,FU
15,瑞达期货,9049,2794.0,2026-06-24,fu2609,成交量,FU
16,南华期货,8940,-247.0,2026-06-24,fu2609,成交量,FU
17,平安期货,8901,-1589.0,2026-06-24,fu2609,成交量,FU
18,金瑞期货,8583,-1038.0,2026-06-24,fu2609,成交量,FU
19,东吴期货,8418,-158.0,2026-06-24,fu2609,成交量,FU
20,宏源期货,8261,-817.0,2026-06-24,fu2609,成交量,FU
1,国泰君安,127292,74612.0,2026-06-25,fu2609,成交量,FU
2,中信期货,114968,62120.0,2026-06-25,fu2609,成交量,FU
3,东证期货,105113,38220.0,2026-06-25,fu2609,成交量,FU
4,广发期货,56093,33194.0,2026-06-25,fu2609,成交量,FU
5,华泰期货,40588,20711.0,2026-06-25,fu2609,成交量,FU
6,海通期货,32901,11313.0,2026-06-25,fu2609,成交量,FU
7,银河期货,27641,8969.0,2026-06-25,fu2609,成交量,FU
8,中信建投,20488,2663.0,2026-06-25,fu2609,成交量,FU
9,东方财富,17504,4832.0,2026-06-25,fu2609,成交量,FU
10,方正中期,17439,3113.0,2026-06-25,fu2609,成交量,FU
11,中泰期货,16519,2504.0,2026-06-25,fu2609,成交量,FU
12,徽商期货,15844,2219.0,2026-06-25,fu2609,成交量,FU
13,兴证期货,14488,11396.0,2026-06-25,fu2609,成交量,FU
14,申万期货,13126,8507.0,2026-06-25,fu2609,成交量,FU
15,华闻期货,12512,5101.0,2026-06-25,fu2609,成交量,FU
16,宏源期货,12092,3831.0,2026-06-25,fu2609,成交量,FU
17,五矿期货,11581,4282.0,2026-06-25,fu2609,成交量,FU
18,国信期货,11436,2289.0,2026-06-25,fu2609,成交量,FU
19,永安期货,10618,2670.0,2026-06-25,fu2609,成交量,FU
20,平安期货,10238,1337.0,2026-06-25,fu2609,成交量,FU
1,国泰君安,121842,-5450.0,2026-06-26,fu2609,成交量,FU
2,中信期货,109144,-5824.0,2026-06-26,fu2609,成交量,FU
3,东证期货,84559,-20554.0,2026-06-26,fu2609,成交量,FU
4,广发期货,51069,-5024.0,2026-06-26,fu2609,成交量,FU
5,华泰期货,38456,-2132.0,2026-06-26,fu2609,成交量,FU
6,中泰期货,32404,15885.0,2026-06-26,fu2609,成交量,FU
7,海通期货,28663,-4238.0,2026-06-26,fu2609,成交量,FU
8,中信建投,22801,2313.0,2026-06-26,fu2609,成交量,FU
9,浙商期货,21537,13095.0,2026-06-26,fu2609,成交量,FU
10,银河期货,20523,-7118.0,2026-06-26,fu2609,成交量,FU
11,方正中期,17444,5.0,2026-06-26,fu2609,成交量,FU
12,徽商期货,16391,547.0,2026-06-26,fu2609,成交量,FU
13,东方财富,15728,-1776.0,2026-06-26,fu2609,成交量,FU
14,兴证期货,14423,-65.0,2026-06-26,fu2609,成交量,FU
15,国信期货,13703,2267.0,2026-06-26,fu2609,成交量,FU
16,东吴期货,11967,2014.0,2026-06-26,fu2609,成交量,FU
17,南华期货,11874,2467.0,2026-06-26,fu2609,成交量,FU
18,五矿期货,10683,-898.0,2026-06-26,fu2609,成交量,FU
19,民生期货,10646,2423.0,2026-06-26,fu2609,成交量,FU
20,华闻期货,10490,-2022.0,2026-06-26,fu2609,成交量,FU
