排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
9,海通期货,29412,5461.0,2026-06-24,rb2610,成交量,RB
10,华闻期货,28118,-10743.0,2026-06-24,rb2610,成交量,RB
11,浙商期货,26955,14782.0,2026-06-24,rb2610,成交量,RB
12,高盛期货,26395,4497.0,2026-06-24,rb2610,成交量,RB
13,南华期货,26337,4297.0,2026-06-24,rb2610,成交量,RB
14,中信建投,22581,4406.0,2026-06-24,rb2610,成交量,RB
15,方正中期,21226,2740.0,2026-06-24,rb2610,成交量,RB
16,瑞达期货,20208,1429.0,2026-06-24,rb2610,成交量,RB
17,国元期货,16219,2070.0,2026-06-24,rb2610,成交量,RB
18,徽商期货,13553,1816.0,2026-06-24,rb2610,成交量,RB
19,东方财富,11129,2641.0,2026-06-24,rb2610,成交量,RB
20,财信期货,11072,6425.0,2026-06-24,rb2610,成交量,RB
1,东证期货,168643,45389.0,2026-06-25,rb2610,成交量,RB
2,国泰君安,155488,56720.0,2026-06-25,rb2610,成交量,RB
3,中信期货,135122,25789.0,2026-06-25,rb2610,成交量,RB
4,华泰期货,63488,23728.0,2026-06-25,rb2610,成交量,RB
5,银河期货,58319,5725.0,2026-06-25,rb2610,成交量,RB
6,永安期货,55428,20306.0,2026-06-25,rb2610,成交量,RB
7,海通期货,39563,10151.0,2026-06-25,rb2610,成交量,RB
8,中泰期货,37065,7626.0,2026-06-25,rb2610,成交量,RB
9,广发期货,36136,6392.0,2026-06-25,rb2610,成交量,RB
10,华闻期货,33475,5357.0,2026-06-25,rb2610,成交量,RB
11,中信建投,31600,9019.0,2026-06-25,rb2610,成交量,RB
12,浙商期货,30648,3693.0,2026-06-25,rb2610,成交量,RB
13,南华期货,29035,2698.0,2026-06-25,rb2610,成交量,RB
14,瑞达期货,28599,8391.0,2026-06-25,rb2610,成交量,RB
15,方正中期,26736,5510.0,2026-06-25,rb2610,成交量,RB
16,高盛期货,25596,-799.0,2026-06-25,rb2610,成交量,RB
17,海证期货,20679,12646.0,2026-06-25,rb2610,成交量,RB
18,中辉期货,17902,11512.0,2026-06-25,rb2610,成交量,RB
19,国元期货,17860,1641.0,2026-06-25,rb2610,成交量,RB
20,徽商期货,17158,3605.0,2026-06-25,rb2610,成交量,RB
1,国泰君安,145444,-10044.0,2026-06-26,rb2610,成交量,RB
2,中信期货,130208,-4914.0,2026-06-26,rb2610,成交量,RB
3,东证期货,103445,-65198.0,2026-06-26,rb2610,成交量,RB
4,海通期货,78522,38959.0,2026-06-26,rb2610,成交量,RB
5,华闻期货,59454,25979.0,2026-06-26,rb2610,成交量,RB
6,银河期货,58438,119.0,2026-06-26,rb2610,成交量,RB
7,华泰期货,50339,-13149.0,2026-06-26,rb2610,成交量,RB
8,永安期货,43079,-12349.0,2026-06-26,rb2610,成交量,RB
9,中泰期货,41634,4569.0,2026-06-26,rb2610,成交量,RB
10,广发期货,34670,-1466.0,2026-06-26,rb2610,成交量,RB
11,浙商期货,30503,-145.0,2026-06-26,rb2610,成交量,RB
12,瑞达期货,28562,-37.0,2026-06-26,rb2610,成交量,RB
13,方正中期,26843,107.0,2026-06-26,rb2610,成交量,RB
14,南华期货,23580,-5455.0,2026-06-26,rb2610,成交量,RB
15,中信建投,21628,-9972.0,2026-06-26,rb2610,成交量,RB
16,高盛期货,20703,-4893.0,2026-06-26,rb2610,成交量,RB
17,徽商期货,18082,924.0,2026-06-26,rb2610,成交量,RB
18,财信期货,15307,5542.0,2026-06-26,rb2610,成交量,RB
19,一德期货,13404,4989.0,2026-06-26,rb2610,成交量,RB
20,东方财富,13244,-1263.0,2026-06-26,rb2610,成交量,RB
