date,value,change,增减
2025-08-28,231068,-656.0,
2025-08-29,229226,-1842.0,
2025-09-01,229087,-139.0,
2025-09-02,229027,-60.0,
2025-09-03,228987,-40.0,
2025-09-04,228781,-206.0,
2025-09-05,228614,-167.0,
2025-09-08,226673,-1941.0,
2025-09-09,226633,-40.0,
2025-09-10,226671,38.0,
2025-09-11,226588,-83.0,
2025-09-12,226800,212.0,
2025-09-15,226780,-20.0,
2025-09-16,226594,-186.0,
2025-09-17,226401,-193.0,
2025-09-18,226401,0.0,
2025-09-19,226401,0.0,
2025-09-22,226360,-41.0,
2025-09-23,226277,-83.0,
2025-09-24,226277,0.0,
2025-09-25,226125,-152.0,
2025-09-26,226064,-61.0,
2025-09-29,226026,-38.0,
2025-09-30,225666,-360.0,
2025-10-09,225666,0.0,
2025-10-10,225253,-413.0,
2025-10-13,225191,-62.0,
2025-10-14,225087,-104.0,
2025-10-15,221476,-3611.0,
2025-10-16,221268,-208.0,
2025-10-17,220823,-445.0,
2025-10-20,220410,-413.0,
2025-10-21,220410,0.0,
2025-10-22,220269,-141.0,
2025-10-23,220002,-267.0,
2025-10-24,220002,0.0,
2025-10-27,220003,1.0,
2025-10-28,219962,-41.0,
2025-10-29,219428,-534.0,
2025-10-30,218942,-486.0,
2025-10-31,218559,-383.0,
2025-11-03,218559,0.0,
2025-11-04,218559,0.0,
2025-11-05,218351,-208.0,
2025-11-06,218036,-315.0,
2025-11-07,217997,-39.0,-39.0
2025-11-10,217997,0.0,0.0
2025-11-11,215861,-2136.0,-2136.0
2025-11-12,215861,0.0,0.0
2025-11-13,215861,0.0,0.0
2025-11-14,214368,-1493.0,-1493.0
2026-03-18,175068,-39300.0,
2026-03-19,165075,-9993.0,-9993.0
2026-03-20,165075,0.0,0.0
2026-03-23,165075,0.0,0.0
2026-03-24,166562,1487.0,1487.0
2026-03-25,169562,3000.0,3000.0
2026-03-26,169562,0.0,0.0
2026-03-27,170562,1000.0,1000.0
2026-03-30,173163,2601.0,2601.0
2026-03-31,174631,1468.0,1468.0
2026-04-01,174631,0.0,0.0
2026-04-02,174631,0.0,0.0
2026-04-03,176034,1403.0,1403.0
2026-04-07,180897,4863.0,4863.0
2026-04-08,181417,520.0,520.0
2026-04-09,181417,0.0,0.0
2026-04-10,181417,0.0,0.0
2026-04-13,181417,0.0,0.0
2026-04-14,181417,0.0,0.0
2026-04-15,181417,0.0,0.0
2026-04-16,181417,0.0,0.0
2026-04-17,181997,580.0,580.0
2026-04-20,185040,3043.0,3043.0
2026-04-21,185985,945.0,945.0
2026-04-22,187438,1453.0,1453.0
2026-04-23,187438,0.0,0.0
2026-04-24,187438,0.0,0.0
2026-04-27,187438,0.0,0.0
2026-04-28,188438,1000.0,1000.0
2026-04-29,189412,974.0,974.0
2026-04-30,196056,6644.0,6644.0
2026-05-06,198043,1987.0,1987.0
2026-05-07,198043,0.0,0.0
2026-05-08,198978,935.0,935.0
2026-05-11,199456,478.0,478.0
2026-05-12,201577,2121.0,2121.0
2026-05-13,206047,4470.0,4470.0
2026-05-14,207875,1828.0,1828.0
2026-05-15,207875,0.0,0.0
2026-05-18,207875,0.0,0.0
2026-05-19,205945,-1930.0,-1930.0
2026-05-20,198844,-7101.0,-7101.0
2026-05-21,201824,2980.0,2980.0
2026-05-22,201824,0.0,0.0
2026-05-25,204333,2509.0,2509.0
2026-05-26,207266,2933.0,2933.0
2026-05-27,207266,0.0,0.0
2026-05-28,207266,0.0,0.0
2026-05-29,207266,0.0,0.0
2026-06-01,218028,10762.0,10762.0
2026-06-02,226814,8786.0,8786.0
2026-06-03,227118,304.0,304.0
2026-06-04,232741,5623.0,5623.0
2026-06-05,228812,-3929.0,-3929.0
2026-06-08,231182,2370.0,2370.0
2026-06-09,235809,4627.0,4627.0
2026-06-10,235809,0.0,0.0
2026-06-11,235809,0.0,0.0
2026-06-12,236681,872.0,872.0
2026-06-15,236744,63.0,63.0
2026-06-16,242109,5365.0,5365.0
2026-06-17,240812,-1297.0,-1297.0
2026-06-18,241467,655.0,655.0
2026-06-22,241467,0.0,0.0
2026-06-23,243867,2400.0,2400.0
2026-06-24,248750,4883.0,4883.0
2026-06-25,248750,0.0,0.0
2026-06-26,258139,9389.0,9389.0
